mode,offset_hz,current_window_response_db,fixed_window_response_db
100K,52114.964831680176,-0.24217862559376618,-0.21094807534078677
100K,53917.3513054908,-0.25865195094662646,-0.2273520852520624
100K,55782.072984006525,-0.27056643894482074,-0.2387461314001732
100K,57711.28571881726,-0.27901977681281814,-0.24630168002489433
100K,59707.21992124398,-0.2882014943340262,-0.25450830073357456
100K,61772.183140973044,-0.303423013008482,-0.2690525425088775
100K,63908.56273387189,-0.3276117296151069,-0.2930462032611282
100K,66118.82862207196,-0.3584799574533506,-0.32398127739622884
100K,68405.53614950733,-0.3891737413213652,-0.35443090107662106
100K,70771.32903621167,-0.4133817494184464,-0.3775570788292748
100K,73218.9424347902,-0.4315646027268421,-0.39382250224509274
100K,75751.20609259796,-0.4515116220459004,-0.41154371264221773
100K,78371.04762328134,-0.47982386520452336,-0.4375304427102131
100K,81081.49589146675,-0.5130268613977583,-0.4670807078187494
100K,83885.68451450662,-0.548827490933319,-0.4954273058508443
100K,86786.8554853327,-0.6308667133967729,-0.5652342160516047
100K,89788.36292060651,-0.9051633275716463,-0.8269225387899295
100K,92893.67693849746,-1.6410566293003934,-1.5615864045976513
100K,96106.38767057308,-3.2047341104573874,-3.1561989241653885
100K,99430.2094124414,-6.0257877847858285,-6.083438964525825
100K,100000.0,-6.656626200198435,-6.74613262514781
100K,102868.98491794096,-10.574923716866882,-10.952032243695438
100K,106426.68984184446,-17.10900537487915,-18.723300495635762
100K,110107.43733621431,-23.507077280294958,-31.613812845660817
100K,113915.48280572055,-25.873340756739903,-77.27968137478346
100K,117855.22882742036,-26.92017545398627,-56.53915049366774
100K,121931.23024068947,-27.763039309344425,-60.961733928675955
100K,126148.19941318572,-28.49617407993444,-75.06275427527976
100K,130511.01168893492,-29.14244909114419,-59.25823728447572
100K,135024.7110248401,-29.747550864172364,-72.59646237154956
100K,139694.51582212618,-30.309850052263165,-60.79129249614649
100K,144525.8249594638,-30.831402806067885,-63.115744315497594
100K,149524.2240347503,-31.324689923022117,-70.55544702325693
100K,154695.49182275916,-31.800425846075594,-62.090466314210246
100K,160045.6069561254,-32.254854997755615,-65.38407561423051
100K,165580.75483739536,-32.68953908949298,-76.66964451412869
100K,171307.3347901247,-33.115061928844234,-65.9673911342111
100K,177231.96745729627,-33.52287522622256,-64.91268707999723
100K,183361.5024556139,-33.922488250138855,-68.23120205656531
100K,189703.02629451538,-34.31667814849986,-76.12142168764011
100K,196263.87056906294,-34.69505529631437,-76.27103075526028
100K,203051.62043618676,-35.071099840998016,-71.68182170559767
100K,210074.1233840744,-35.43667204811809,-70.14616718423719
100K,217339.49830484786,-35.798434641499114,-69.94877576940806
100K,224856.14488102126,-36.15447853301874,-70.35988927765433
100K,232632.7532965836,-36.505371640360536,-71.09074889585125
100K,240678.314283938,-36.85255542975693,-72.15873199672195
100K,249002.12951831357,-37.19531551283658,-73.91048353257483
100K,257613.82237166955,-37.534527084871044,-77.18263173724186
100K,266523.3490385114,-37.870963308951744,-82.56967329924485
100K,275741.0100465003,-38.202507602941914,-79.53599770701813
100K,285277.4621651556,-38.53294240575603,-75.72430560168452
100K,295143.730726407,-38.85943480326643,-76.77085911318143
100K,305351.22237126133,-39.18502056980834,-84.80752087544779
100K,315911.73823731014,-39.507891966616114,-78.79102989746266
100K,326837.48760231474,-39.8281097989154,-80.34009618216913
100K,338141.101999662,-40.147223980815696,-83.23464668302508
100K,349835.6498220019,-40.4647727669815,-81.4311965371587
100K,361934.65142993676,-40.780415518243785,-83.60160321221326
100K,374452.0947832533,-41.094414135611615,-86.67368540973538
100K,387402.4516127597,-41.40712699115416,-83.08490259803102
100K,400800.6941514076,-41.719071150468054,-86.54667035390888
100K,414662.3124440717,-42.02980706602065,-92.21036247737695
100K,429003.3322559847,-42.33929968628917,-91.17665074960621
100K,443840.33360051754,-42.64775522130614,-90.25028789808793
100K,459190.46990775486,-42.9553110847868,-91.00256702452334
100K,475071.4878560078,-43.2620427198936,-93.15145901096224
100K,491501.74788919307,-43.56799736757091,-97.13985660902216
100K,508500.2454438004,-43.87319894798977,-98.61077702311107
100K,526086.6329099999,-44.17768151181444,-95.26019539301049
100K,544281.2423522616,-44.48154277191861,-97.54129741306622
100K,563105.109015762,-44.784849067322554,-103.1749994412779
100K,582579.995645767,-45.08766569516275,-100.41090399961062
100K,602728.4176480848,-45.389990367007364,-104.93406392366111
100K,623573.6691196891,-45.69174726255987,-109.8744792766201
100K,645139.8497796168,-45.9931011910933,-107.56943488575651
100K,667451.8928312553,-46.29408715565731,-109.17186272959205
100K,690535.5937882415,-46.594619970848484,-111.93262313016825
100K,714417.6402973111,-46.89486348883203,-115.26280505087819
100K,739125.6429925543,-47.194719792262596,-121.21571987771341
100K,764688.1674167585,-47.494301679837385,-131.41166854411563
100K,791134.7670467589,-47.79357616264736,-126.29604142664033
100K,818496.0174609524,-48.092566935161244,-143.6636267240546
100K,846803.5516884859,-48.39129774775987,-136.62096981322765
100K,876090.0967810064,-48.68971608600404,-148.06216951449505
100K,906389.5116492236,-48.98754508963951,-100.42696175742442
100K,937736.8262080409,-49.28675255039153,-118.05505573954896
100K,970168.2818755318,-49.584487043807066,-151.27620202602745
100K,1000000.0,-49.8496527543439,-325.2846730865702
100K,1003721.3734725483,-49.882169753606114,-243.09460393624113
100K,1038434.8925714198,-50.17976414478837,-143.28431980357493
100K,1074348.9723438763,-50.477184025378264,-116.38321235226942
100K,1111505.1339600105,-50.774076348733715,-138.9667459153098
100K,1149946.3345919405,-51.07134664735711,-163.17209073448166
100K,1189717.0170776877,-51.36836721374037,-155.75154621981798
100K,1230863.1613026524,-51.6652478492442,-143.82839694030253
100K,1273432.3373581083,-51.96201294011773,-146.31052381796098
100K,1317473.760538194,-52.258669422411465,-139.50857317958463
100K,1363038.3482389443,-52.55522218485129,-139.13708826441575
100K,1410178.7788251631,-52.85167906934735,-138.56811698988122
100K,1458949.5525332207,-53.14804608713939,-140.6770650234407
100K,1509407.0544801396,-53.444327261982195,-143.18711261726438
100K,1561609.6198518341,-53.74052655158752,-148.36180427699657
100K,1615617.6013459042,-54.03665172985902,-150.2669375443256
100K,1671493.438946897,-54.33270260562594,-156.47565191721742
100K,1729301.7321147304,-54.62868500774367,-154.5013581876914
100K,1789109.3144697733,-54.924599590799765,-165.5751560447547
100K,1850985.3310608636,-55.22044847320683,-176.35891364929705
100K,1915001.3183056242,-55.516260880040704,-135.7724242828628
100K,1981231.2866955365,-55.81199041022077,-202.36544168257342
100K,2049751.8063613186,-56.10766907440081,-161.65582093790303
100K,2120642.0955975633,-56.40327004136858,-184.77699859516161
100K,2193984.112449026,-56.69884309544255,-172.79030917428173
100K,2269862.649464366,-56.9943586424288,-166.79820096261614
100K,2348365.4317269293,-57.28982182169807,-162.9253832753002
100K,2429583.218275954,-57.58523374610728,-168.10241585191446
100K,2513609.9070353387,-57.880594791399886,-164.5667531106327
100K,2600542.6433714256,-58.17590577627474,-171.79827875152966
100K,2690481.9324051845,-58.47116589393171,-170.9619482030903
100K,2783531.7552086944,-58.766375282418856,-180.05404014830748
100K,2879799.689020303,-59.06153139437368,-197.86206794242744
100K,2979397.0316173625,-59.35664251181093,-216.02563750299112
100K,3082438.9299903666,-59.651693172663435,-157.71637416188403
100K,3189044.5134673156,-59.94669251101209,-201.47322864893428
100K,3299337.0314421095,-60.24163595428958,-184.39038913827085
100K,3413443.9958662484,-60.536521725151104,-181.585598016128
100K,3531497.328668643,-60.8313478691603,-183.69186338295222
100K,3653633.5142738535,-61.126112266973024,-184.75900438332604
100K,3779993.7573951394,-61.420812155822475,-203.6496228313186
100K,3910724.1462848205,-61.71544553517937,-164.84662590494463
100K,4045975.8216305557,-62.0100079015116,-194.52913211628515
100K,4185905.151292864,-62.3044953196107,-201.3744583983136
100K,4330673.911085985,-62.59890571138535,-193.37423953447683
100K,4480449.471810944,-62.893233923399954,-187.44326417279296
100K,4635404.992757108,-63.18747545097342,-191.90167866503256
100K,4795719.621896047,-63.481625201009365,-215.41055349585622
100K,4961578.702998981,-63.775678265048555,-211.12419636805691
100K,5133173.989917338,-64.06962745274546,-223.02517224414544
100K,5310703.868274262,-64.36346773474872,-201.168962536814
100K,5494373.5848231865,-64.65719165130137,-197.9482639150251
100K,5684395.484738733,-64.95079185010268,-204.80234808377244
100K,5880989.257114363,-65.24426018906604,-227.71529900550246
100K,6084382.188950434,-65.53758832069266,-186.1420079447169
100K,6294809.427926372,-65.83076718779937,-209.10718090654458
100K,6512514.254260884,-66.12378627491313,-203.96185853682198
100K,6737748.361974297,-66.41663511797931,-214.33960514239615
100K,6970772.1498783035,-66.70930231065554,-237.60486672037996
100K,7211855.022629643,-67.0017752627601,-230.83021032518963
100K,7461275.702195563,-67.29404093930533,-216.43898890785658
100K,7719322.5500912415,-67.58608503049643,-221.79524163812096
100K,7986293.900761867,-67.87789232187129,-276.22471958131763
100K,8262498.4064945495,-68.16944632447519,-222.9125320791948
100K,8548255.394258931,-68.46072956684496,-218.61989103820977
100K,8843895.23488924,-68.75172317133894,-239.9201438005969
100K,9149759.725034166,-69.04240696988472,-251.01622833592813
100K,9466202.482316693,-69.33275926284078,-220.54935279516215
100K,9793589.354160259,-69.62275683498285,-238.6973549315503
100K,10000000.0,-69.800466628724,-322.4905632327539
100K,10132298.840754095,-69.91237479598198,-249.28661351386916
100K,10482722.532646922,-70.20158643511141,-226.68066476660533
100K,10845265.563474575,-70.49036313126949,-246.1922586753688
100K,11220347.078345101,-70.77867421408672,-250.45332124825026
100K,11608400.718423089,-71.06648676214618,-236.73927167924688
100K,12009875.122273052,-71.35376551317961,-303.27384048133064
100K,12425234.444541674,-71.64047263108434,-232.42139113398
100K,12854958.892578797,-71.92656756103575,-255.92971148977355
100K,13299545.281617142,-72.2120068146987,-243.5298140575436
100K,13759507.609152803,-72.49674373061866,-246.84739008010777
100K,14000000.0,-72.64156606096974,-308.7103537693081
100K,14235377.649190819,-72.78072827952103,-257.8137912505499
100K,14727705.567042395,-73.06390678163275,-248.18723579884926
100K,15237060.55538475,-73.34622165481095,-255.67236215371526
100K,15764031.492319247,-73.6276111053074,-262.3431189243103
100K,16309227.622188088,-73.9080088244678,-248.19951341354317
100K,16873279.25993689,-74.18734363251772,-284.45427501942163
100K,17456838.519837845,-74.46553912272273,-245.60233392830864
100K,18060580.069415316,-74.74251324055402,-246.31168826579224
100K,18685201.9094458,-75.0181778756902,-257.48788212493264
100K,19331426.18093438,-75.29243835866531,-255.02534165100172
100K,20000000.0,-75.5651929744016,-311.6321228382446
1M,100.0,-0.022590495428000335,2.6128298409936797e-09
1M,103.45848160817529,-0.022590495302360604,2.7966846583996115e-09
1M,107.03657416669135,-0.0225904951678801,2.9934730357786164e-09
1M,110.73841439826728,-0.022590495023933274,3.204113012877636e-09
1M,114.5682820934163,-0.02259049486985978,3.4295727744716986e-09
1M,118.53060505841937,-0.022590494704945122,3.670895722878022e-09
1M,122.62996423442371,-0.022590494528426465,3.929200477955978e-09
1M,126.87109899358319,-0.022590494339488763,4.205678948452135e-09
1M,131.258912618366,-0.02259049413725123,4.501617547204473e-09
1M,135.79847797036308,-0.02259049392078763,4.818374047283157e-09
1M,140.49504335515007,-0.022590493689092453,5.1574219410539275e-09
1M,145.35403858998583,-0.02259049344109347,5.520327296318863e-09
1M,150.38108128136037,-0.022590493175641112,5.908768042865633e-09
1M,155.58198331965136,-0.022590492891509436,6.324545544397021e-09
1M,160.96275759839585,-0.022590492587391264,6.769571097946323e-09
1M,166.529624965948,-0.02259049226186728,7.245918007560403e-09
1M,172.2890214175586,-0.022590491913437923,7.755783011200952e-09
1M,178.24760553619006,-0.0225904915404934,8.301522925188077e-09
1M,184.41226619067186,-0.022590491141305,8.885666216129728e-09
1M,190.7901305000955,-0.02259049071402994,9.510909143611687e-09
1M,197.38857207365496,-0.022590490256691027,1.0180146618676284e-08
1M,204.21521953546196,-0.022590489767171856,1.0896476061132029e-08
1M,211.2779653441907,-0.02259048924319841,1.1663216686102694e-08
1M,218.5849749177465,-0.02259048868236134,1.2483905646717162e-08
1M,226.14469607351114,-0.02259048808206468,1.3362338535862655e-08
1M,233.96586879507743,-0.02259048743952006,1.430258867273367e-08
1M,242.05753533676273,-0.022590486751773796,1.5308991673592117e-08
1M,250.42905067758684,-0.02259048601562662,1.6386214883344314e-08
1M,259.09009333679916,-0.022590485227681055,1.7539238088991133e-08
1M,268.0506765634566,-0.02259048438429212,1.8773395950035842e-08
1M,277.32115991299287,-0.022590483481560553,2.0094389570412924e-08
1M,286.91226122416214,-0.022590482515308645,2.1508336643515432e-08
1M,296.8350690101997,-0.02259048148105993,2.3021781095468652e-08
1M,307.10105527853153,-0.022590480374043067,2.4641714300333264e-08
1M,317.7220887938518,-0.022590479189133802,2.637562908244205e-08
1M,328.71044879989756,-0.0225904779208463,2.8231556360842105e-08
1M,340.07883921579213,-0.02259047656331667,3.0218072863912914e-08
1M,351.84040332336633,-0.022590475110263374,3.2344372489596764e-08
1M,364.00873896243473,-0.022590473554971707,3.4620283663290936e-08
1M,376.59791425160137,-0.022590471890240667,3.7056340698077525e-08
1M,389.6224838527644,-0.0225904701083742,3.9663806938579694e-08
1M,403.097505798128,-0.022590468201127117,4.245474804984563e-08
1M,417.03855889916963,-0.022590466159680883,4.5442068661788376e-08
1M,431.4617607576967,-0.02259046397459334,4.8639589515378575e-08
1M,446.3837863998105,-0.022590461635756197,5.206209760766759e-08
1M,461.8218875543244,-0.02259045913234763,5.5725431052598555e-08
1M,477.79391259791873,-0.022590456452796503,5.964652344006315e-08
1M,494.3183271900984,-0.022590453584701187,6.384352341249945e-08
1M,511.41423562180773,-0.022590450514803406,6.83358293806721e-08
1M,529.1014029023783,-0.022590447228899344,7.314423224412674e-08
1M,547.4002776103539,-0.02259044371179513,7.829096553620688e-08
1M,566.3320155346086,-0.022590439947217898,8.379984042988555e-08
1M,585.9185041330813,-0.02259043591776552,8.96963267412573e-08
1M,606.1823878374192,-0.022590431604795402,9.600770143595022e-08
1M,627.1470942327742,-0.02259042698836264,1.0276315663378208e-07
1M,648.8368611430205,-0.022590422047116525,1.0999393654323747e-07
1M,671.276764652713,-0.022590416758201955,1.177334840392161e-07
1M,694.4927480981813,-0.022590411097161787,1.2601759495539717e-07
1M,718.5116520612681,-0.022590405037821754,1.348845743052542e-07
1M,743.3612454004027,-0.02259039855214933,1.4437544264809268e-07
1M,769.0702573548785,-0.02259039161016286,1.5453408073812492e-07
1M,795.6684107594434,-0.02259038417975362,1.6540747639224852e-07
1M,823.1864564076186,-0.022590376226565963,1.7704590964086057e-07
1M,851.656208603466,-0.022590367713825207,1.8950320345292987e-07
1M,881.1105819428999,-0.02259035860215782,2.0283697253240466e-07
1M,911.5836293670806,-0.02259034884944154,2.1710887018595422e-07
1M,943.1105815318779,-0.022590338410587836,2.3238488533572522e-07
1M,975.7278875389129,-0.02259032723732342,2.487356646045967e-07
1M,1000.0,-0.022590318676337463,2.6126370523197717e-07
1M,1009.4732570752825,-0.02259031527798817,2.662368151148696e-07
1M,1044.3857040106793,-0.022590302477303086,2.8496924971734455e-07
1M,1080.5055915023008,-0.022590288776077324,3.0501958815136966e-07
1M,1117.8746786597123,-0.022590274110981023,3.2648052927503923e-07
1M,1156.536168823607,-0.02259025841422236,3.494512965842495e-07
1M,1196.5347595142669,-0.02259024161324299,3.740380837317211e-07
1M,1237.9166941074911,-0.02259022363038546,4.003545636915947e-07
1M,1280.7298152977316,-0.022590204382534517,4.28522388280708e-07
1M,1325.0236204102198,-0.022590183780739077,4.586717590400543e-07
1M,1370.8493186260841,-0.022590161729789702,4.909420405465895e-07
1M,1418.2598901865651,-0.022590138127792234,5.254823872255588e-07
1M,1467.3101476447932,-0.02259011286568341,5.62452447308942e-07
1M,1518.0567992359765,-0.022590085826748405,6.020230687224687e-07
1M,1570.558514439209,-0.022590056886071675,6.443771245491337e-07
1M,1624.8759918067185,-0.022590025909963608,6.89710324992018e-07
1M,1681.072029139008,-0.022589992755344672,7.382321354129952e-07
1M,1739.2115960869617,-0.022589957269085997,7.901667387303509e-07
1M,1799.3619092648794,-0.022589919287312327,8.457540653191522e-07
1M,1861.592509961317,-0.02258987863464785,9.052508884856864e-07
1M,1925.9753445374981,-0.022589835123403103,9.689320221603824e-07
1M,1992.5848476063163,-0.022589788552709662,1.037091578378774e-06
1M,2061.4980280880686,-0.022589738707629658,1.1100443076943322e-06
1M,2132.794558242391,-0.022589685358130957,1.1881270572389e-06
1M,2206.556865779365,-0.022589628258052625,1.2717003213581762e-06
1M,2282.8702291562736,-0.02258956714397664,1.361149888679497e-06
1M,2361.8228761701525,-0.02258950173402611,1.4568886010410955e-06
1M,2443.5060859601717,-0.02258943172656873,1.5593582686418137e-06
1M,2528.0142945377484,-0.02258935679884294,1.6690316777655878e-06
1M,2615.445203966379,-0.022589276605474766,1.7864147701554466e-06
1M,2705.899895317456,-0.02258919077693185,1.912048928462657e-06
1M,2799.482945532645,-0.022589098917799616,2.0465134931334402e-06
1M,2896.3025483278957,-0.0225890006050235,2.1904283622267084e-06
1M,2996.4706392789253,-0.022588895385951168,2.3444568650994674e-06
1M,3000.0,-0.022588891613607994,2.349979212135587e-06
1M,3100.1030252327596,-0.022588782776303086,2.5093087479527006e-06
1M,3207.3195181949204,-0.022588662257968163,2.6857434236012405e-06
1M,3318.244073847105,-0.022588533276648497,2.8745734391796602e-06
1M,3433.004934855474,-0.02258839523937272,3.0766681424973663e-06
1M,3551.7347791352004,-0.02258824751181688,3.292957633832014e-06
1M,3674.5708732427534,-0.0225880894154368,3.5244369915889476e-06
1M,3801.6552310732204,-0.022587920224424483,3.7721707679689418e-06
1M,3933.1347780461215,-0.022587739162466335,4.037297789359525e-06
1M,4069.1615209695888,-0.0225875453992519,4.321036303879738e-06
1M,4209.892723779269,-0.022587338046766072,4.624689462577111e-06
1M,4355.491089355084,-0.022587116155350202,4.949651172849215e-06
1M,4506.124947626139,-0.022586878709478016,5.297412337589552e-06
1M,4661.968450181188,-0.02258662462325113,5.6695675494883795e-06
1M,4823.201771609639,-0.02258635273562387,6.067822176841803e-06
1M,4990.011317805938,-0.02258606180528004,6.493999973945056e-06
1M,5162.589941478128,-0.02258575050520898,6.950051165923517e-06
1M,5341.1371651096515,-0.02258541741689879,7.438061087074713e-06
1M,5525.859411632378,-0.02258506102420372,7.960259345718307e-06
1M,5716.970243077313,-0.02258467970673784,8.519029681416168e-06
1M,5914.69060747899,-0.0225842717329564,9.11692033519544e-06
1M,6119.249094319117,-0.022583835252691902,9.756655223998474e-06
1M,6330.882198804584,-0.022583368289327672,1.0441145716847999e-05
1M,6549.834595285477,-0.022582868731414466,1.1173503240305072e-05
1M,6776.359420129328,-0.02258233432379988,1.1957052661142168e-05
1M,7010.718564378355,-0.022581762658248183,1.2795346480942568e-05
1M,7253.182976528305,-0.022581151163466602,1.3692179946768177e-05
1M,7504.032975778838,-0.022580497094554373,1.4651607102962289e-05
1M,7763.558576117558,-0.02257979752187172,1.567795776093681e-05
1M,8032.059821612491,-0.022579049319270794,1.6775855531585247e-05
1M,8309.847133300596,-0.022578249151627545,1.79502369530999e-05
1M,8597.24166807328,-0.02257739346178587,1.9206371652466606e-05
1M,8894.575689973968,-0.022576478456737936,2.0549883750849037e-05
1M,9202.19295433695,-0.022575500093155863,2.1986774402916785e-05
1M,9520.449105211495,-0.022574454062165385,2.352344563596709e-05
1M,9849.712086530915,-0.022573335773431263,2.5166725429036044e-05
1M,10000.0,-0.022572813185968706,2.5934809310114374e-05
1M,10190.362567501796,-0.0225721403385195,2.692389411298441e-05
1M,10542.794382705235,-0.022570862553509437,2.880271214746866e-05
1M,10907.414987418822,-0.02256949688097159,3.081144919955687e-05
1M,11284.645928686046,-0.022568037431212846,3.295891464739731e-05
1M,11674.923332677368,-0.022566477942953158,3.5254489406692464e-05
1M,12078.698408906568,-0.022564811763369164,3.770815914937745e-05
1M,12496.437971885553,-0.022563031827680567,4.03305488122484e-05
1M,12928.624980820261,-0.0225611306383142,4.313295838199992e-05
1M,13375.759097971873,-0.022559100243771446,4.612739988333839e-05
1M,13838.35726632905,-0.022556932217395263,4.932663540232903e-05
1M,14000.0,-0.02255615859449615,5.0468683484175525e-05
1M,14316.954307258644,-0.022554617636158736,5.274421608127679e-05
1M,14812.10353882603,-0.022552147059716792,5.6394521867143645e-05
1M,15324.377415500196,-0.022549510510079914,6.0292801714496234e-05
1M,15854.368189982655,-0.02254669745208573,6.445521408476285e-05
1M,16402.688597925615,-0.022543696775186795,6.889886727884718e-05
1M,16969.97256633109,-0.022540496777013815,7.364185915749812e-05
1M,17556.875946450058,-0.02253708514919682,7.870331580382921e-05
1M,18164.077272028208,-0.022533448966184887,8.410342841815279e-05
1M,18792.278543775992,-0.022529574677788572,8.986348771600311e-05
1M,19442.206040969577,-0.02252544810639457,9.600591490542754e-05
1M,20114.61116112008,-0.022521054449886113,0.00010255428819233483
1M,20810.27128868333,-0.022516378291547297,0.00010953336352161125
1M,21529.990693813845,-0.0225114036184006,0.00011696908808428726
1M,22274.601462201274,-0.022506113849598063,0.00012488860487611214
1M,23044.96445706578,-0.02250049187698914,0.00013332024618596937
1M,23841.970314423957,-0.02249452011996815,0.00014229351371515734
1M,24666.54047277495,-0.02248818059735765,0.00015183904252715348
1M,25519.62823839891,-0.022481455019335364,0.00016198854559551512
1M,26402.21988749867,-0.02247432490292672,0.00017277473524126793
1M,27315.335806457842,-0.022466771715134122,0.00018423121713405854
1M,28260.03167153542,-0.02245877704835588,0.0001963923518660852
1M,29237.399669360017,-0.022450322833538754,0.00020929307832301625
1M,30248.569759633567,-0.022441391597107143,0.00022296869228747874
1M,31294.710981506538,-0.022431966768946616,0.00023745457251904235
1M,32377.032805133524,-0.022422033049396963,0.000252785845685095
1M,33496.786529971985,-0.022411576844662925,0.00026899698000338825
1M,34655.266731440766,-0.022400586781252296,0.0002861212960939181
1M,35853.812757611704,-0.022389054311572607,0.00030419038189706126
1M,37093.810277663346,-0.02237697442460586,0.0003232333965656631
1M,38376.692883887736,-0.022364346477454236,0.00034327624617973247
1M,39703.943749102866,-0.022351175165663713,0.00036434061178032594
1M,41077.097341385896,-0.022337471652946923,0.0003864428073484775
1M,42497.74119810995,-0.022323254883346216,0.00040959244261171325
1M,43967.51776133647,-0.02230855310223903,0.0004337908619535052
1M,45488.12627668355,-0.02229340561598099,0.0004590293270032933
1M,47061.324757866154,-0.02227786482382395,0.0004852869062856372
1M,48688.93201918055,-0.02226199856006702,0.0005125280306181424
1M,50372.82977828094,-0.022245892789216508,0.0005406996677516086
1M,52114.964831680176,-0.02222965470222784,0.0005697280640074937
1M,53917.3513054908,-0.02221341626761119,0.0005995149944777093
1M,55782.072984006525,-0.022197338297737474,0.000629933456395302
1M,57711.28571881726,-0.022181615097447385,0.00066082273291613
1M,59707.21992124398,-0.022166479769767704,0.0006919827464986934
1M,61772.183140973044,-0.022152210261484045,0.0007231676124351225
1M,63908.56273387189,-0.022139136239961752,0.00075407829418224
1M,66118.82862207196,-0.022127646901829858,0.0007843542523393373
1M,68405.53614950733,-0.022118199823200818,0.0008135639697358823
1M,70771.32903621167,-0.022111330971171746,0.0008411942248523806
1M,73218.9424347902,-0.022107666005562333,0.000866637976344491
1M,75751.20609259796,-0.022107933009126474,0.0008891807124053083
1M,78371.04762328134,-0.022112976793151103,0.0009079851103361642
1M,81081.49589146675,-0.022123774932125223,0.0009220738456497183
1M,83885.68451450662,-0.02214145568664081,0.0009303103858632863
1M,86786.8554853327,-0.022167317975506126,0.0009313776039151073
1M,89788.36292060651,-0.022202853556316186,0.0009237540506051836
1M,92893.67693849746,-0.02224977156602487,0.0009056877363017956
1M,96106.38767057308,-0.022310025558286675,0.0008751672916048404
1M,99430.2094124414,-0.022385843149516565,0.0008298904070798475
1M,100000.0,-0.022400287885322015,0.0008206513426882219
1M,102868.98491794096,-0.022479758348929145,0.0007672294962546402
1M,106426.68984184446,-0.02259464659513328,0.0006841945877666203
1M,110107.43733621431,-0.022733762449567214,0.0005773935361571171
1M,113915.48280572055,-0.022900779800849414,0.00044298975052699653
1M,117855.22882742036,-0.02309983430796709,0.00027665778278358787
1M,121931.23024068947,-0.023335567648361796,7.353729846940833e-05
1M,126148.19941318572,-0.023613172932551336,-0.0001718138199070711
1M,130511.01168893492,-0.02393844039211406,-0.0004654662062197556
1M,135024.7110248401,-0.024317802134944624,-0.000814164207457617
1M,139694.51582212618,-0.024758374382785962,-0.001225367758880393
1M,144525.8249594638,-0.02526799515413484,-0.001707288664880114
1M,149524.2240347503,-0.025855254824919717,-0.0022689184443411016
1M,154695.49182275916,-0.026529516388051094,-0.0029200442494354407
1M,160045.6069561254,-0.027300921544107407,-0.003671248640741119
1M,165580.75483739536,-0.028180377999862477,-0.004533888213146336
1M,171307.3347901247,-0.029179522552721444,-0.00552004524397155
1M,177231.96745729627,-0.03031065373678158,-0.00664244572212308
1M,183361.5024556139,-0.03158662706305803,-0.007914336384950968
1M,189703.02629451538,-0.03302070529546111,-0.009349312840388906
1M,196263.87056906294,-0.034626355896331326,-0.010961090628357208
1M,203051.62043618676,-0.03641698793155511,-0.012763211372161395
1M,210074.1233840744,-0.03840562158145627,-0.014768677240044846
1M,217339.49830484786,-0.040604485262484086,-0.016989509100059298
1M,224856.14488102126,-0.043024538596148784,-0.019436227397068146
1M,232632.7532965836,-0.045674924500941086,-0.022117260362363222
1M,240678.314283938,-0.048562361010083266,-0.02503829217844276
1M,249002.12951831357,-0.05169049352366278,-0.028201574660224507
1M,257613.82237166955,-0.055059241514523495,-0.031605240297042675
1M,266523.3490385114,-0.05866419048109687,-0.03524267235157924
1M,275741.0100465003,-0.06249610009433368,-0.039102008981969416
1M,285277.4621651556,-0.06654062236626589,-0.04316588227062982
1M,295143.730726407,-0.07077834773777669,-0.04741151789155299
1M,305351.22237126133,-0.07518531944046172,-0.051811343866948426
1M,315911.73823731014,-0.07973417282441637,-0.05633427260259467
1M,326837.48760231474,-0.08439605991308449,-0.06094782207132718
1M,338141.101999662,-0.08914350112513644,-0.06562122001173351
1M,349835.6498220019,-0.09395425424254031,-0.07032957714587786
1M,361934.65142993676,-0.09881619162568335,-0.07505910753344754
1M,374452.0947832533,-0.10373301611349428,-0.07981320167822059
1M,387402.4516127597,-0.10873041203620631,-0.08461890891528362
1M,400800.6941514076,-0.1138619156217999,-0.08953305575213069
1M,414662.3124440717,-0.11921340908331456,-0.09464682776406547
1M,429003.3322559847,-0.124904731086705,-0.10008721289881702
1M,443840.33360051754,-0.13108652974810386,-0.10601332390205245
1M,459190.46990775486,-0.13793029690882133,-0.11260542653670517
1M,475071.4878560078,-0.1456097231663399,-0.1200447149126656
1M,491501.74788919307,-0.1542723981847144,-0.12848280202903348
1M,508500.2454438004,-0.1640028307144259,-0.1380019262097563
1M,526086.6329099999,-0.17478120704339548,-0.14857045698424337
1M,544281.2423522616,-0.1864476290598116,-0.16000381413266968
1M,563105.109015762,-0.19868892285922563,-0.17194854313012753
1M,582579.995645767,-0.21107408639947794,-0.1839165967502076
1M,602728.4176480848,-0.22317367170573132,-0.19540640776524068
1M,623573.6691196891,-0.23480508705261832,-0.20615418009646888
1M,645139.8497796168,-0.24644565085974984,-0.2165584773371641
1M,667451.8928312553,-0.259843154238106,-0.2283083898403768
1M,690535.5937882415,-0.2788260189076365,-0.2452166149693506
1M,714417.6402973111,-0.3102731655620982,-0.27421529594161664
1M,739125.6429925543,-0.3651571579381201,-0.32642489147444853
1M,764688.1674167585,-0.45954142006329324,-0.418174035952757
1M,791134.7670467589,-0.615414297462364,-0.5718530580105308
1M,818496.0174609524,-0.8612915906951615,-0.8165379634367164
1M,846803.5516884859,-1.2326083391078382,-1.1884187179591763
1M,876090.0967810064,-1.7720251882064197,-1.7311820633558994
